2025-11-24 10:15:35.207 INFO  [main @coroutine#1] jp.assasans.protanki.server.Main - Hello, 世界!
2025-11-24 13:22:05.894 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map winter-day.json -> map_fortknox@Winter (ID: 229266, preview: 964405)
2025-11-24 13:22:05.894 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry - Loading map group future...
2025-11-24 13:22:05.895 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map summer-day.json -> map_future@SummerDay (ID: 496663, preview: 550839)
2025-11-24 13:22:05.896 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map summer-night.json -> map_future@SummerNight (ID: 496663, preview: 493342)
2025-11-24 13:22:05.897 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry - Loading map group garder...
2025-11-24 13:22:05.897 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map summer-day.json -> map_garder@SummerDay (ID: 569718, preview: 595443)
2025-11-24 13:22:05.898 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map winter-day.json -> map_garder@Winter (ID: 26862, preview: 360380)
2025-11-24 13:22:05.898 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry - Loading map group gravity...
2025-11-24 13:22:05.899 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map summer-day.json -> map_gravity@SummerDay (ID: 307699, preview: 125877)
2025-11-24 13:22:05.901 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map winter-day.json -> map_gravity@Winter (ID: 809736, preview: 8029)
2025-11-24 13:22:05.901 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry - Loading map group gubakha...
2025-11-24 13:22:05.902 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map summer-day.json -> map_gubakha@SummerDay (ID: 378152, preview: 590485)
2025-11-24 13:22:05.903 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map winter-day.json -> map_gubakha@Winter (ID: 447992, preview: 383480)
2025-11-24 13:22:05.903 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry - Loading map group highland...
2025-11-24 13:22:05.904 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map summer-day.json -> map_highland@SummerDay (ID: 352046, preview: 411251)
2025-11-24 13:22:05.905 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map winter-day.json -> map_highland@Winter (ID: 484674, preview: 892845)
2025-11-24 13:22:05.905 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry - Loading map group highways...
2025-11-24 13:22:05.907 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map summer-day.json -> map_highway@SummerDay (ID: 260840, preview: 984755)
2025-11-24 13:22:05.908 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map winter-day.json -> map_highway@Winter (ID: 901274, preview: 875201)
2025-11-24 13:22:05.908 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry - Loading map group hill...
2025-11-24 13:22:05.909 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map summer-day.json -> map_hill@SummerDay (ID: 45153, preview: 374401)
2025-11-24 13:22:05.910 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map winter-day.json -> map_hill@Winter (ID: 921875, preview: 445319)
2025-11-24 13:22:05.910 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry - Loading map group industrial_zone...
2025-11-24 13:22:05.913 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map summer-day.json -> map_industrial_zone@SummerDay (ID: 838424, preview: 926799)
2025-11-24 13:22:05.914 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map winter-day.json -> map_industrial_zone@Winter (ID: 664633, preview: 713825)
2025-11-24 13:22:05.914 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry - Loading map group iran...
2025-11-24 13:22:05.918 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map summer-day.json -> map_iran@SummerDay (ID: 708256, preview: 273976)
2025-11-24 13:22:05.920 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map winter-day.json -> map_iran@Winter (ID: 826788, preview: 329784)
2025-11-24 13:22:05.920 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry - Loading map group island...
2025-11-24 13:22:05.921 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map summer-day.json -> map_island@SummerDay (ID: 117520, preview: 538875)
2025-11-24 13:22:05.921 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map winter-day.json -> map_island@Winter (ID: 143116, preview: 93644)
2025-11-24 13:22:05.922 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry - Loading map group kolhoz...
2025-11-24 13:22:05.922 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map summer-day.json -> map_kolhoz@SummerDay (ID: 833859, preview: 313516)
2025-11-24 13:22:05.923 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map winter-day.json -> map_kolhoz@Winter (ID: 499765, preview: 648625)
2025-11-24 13:22:05.923 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry - Loading map group kungur...
2025-11-24 13:22:05.926 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map summer-day.json -> map_kungur@SummerDay (ID: 879013, preview: 476411)
2025-11-24 13:22:05.928 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map winter-day.json -> map_kungur@Winter (ID: 743613, preview: 929260)
2025-11-24 13:22:05.928 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry - Loading map group losttemple...
2025-11-24 13:22:05.929 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map summer-day.json -> map_losttemple@SummerDay (ID: 873790, preview: 544154)
2025-11-24 13:22:05.931 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map winter-day.json -> map_losttemple@Winter (ID: 659326, preview: 947887)
2025-11-24 13:22:05.931 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry - Loading map group madness...
2025-11-24 13:22:05.933 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map space.json -> map_madness_space@Space (ID: 518628, preview: 678652)
2025-11-24 13:22:05.933 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry - Loading map group madness_old...
2025-11-24 13:22:05.934 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map space.json -> map_madness_old@Space (ID: 15487, preview: 678653)
2025-11-24 13:22:05.934 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry - Loading map group magadan...
2025-11-24 13:22:05.935 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map summer-day.json -> map_magadan@SummerDay (ID: 147484, preview: 305862)
2025-11-24 13:22:05.937 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map winter-day.json -> map_magadan@Winter (ID: 576191, preview: 98285)
2025-11-24 13:22:05.937 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry - Loading map group magistral...
2025-11-24 13:22:05.938 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map summer-day.json -> map_magistral@SummerDay (ID: 556672, preview: 398352)
2025-11-24 13:22:05.940 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map winter-day.json -> map_magistral@Winter (ID: 920424, preview: 318424)
2025-11-24 13:22:05.940 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry - Loading map group massacre...
2025-11-24 13:22:05.941 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map summer-day.json -> map_massacre@SummerDay (ID: 163968, preview: 913170)
2025-11-24 13:22:05.941 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map winter-day.json -> map_massacre@Winter (ID: 597579, preview: 216527)
2025-11-24 13:22:05.941 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry - Loading map group molotov...
2025-11-24 13:22:05.942 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map summer-day.json -> map_molotov@SummerDay (ID: 122113, preview: 763886)
2025-11-24 13:22:05.943 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map winter-day.json -> map_molotov@Winter (ID: 115134, preview: 565167)
2025-11-24 13:22:05.943 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry - Loading map group montecarlo...
2025-11-24 13:22:05.944 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map summer-day.json -> map_montecarlo@SummerDay (ID: 448135, preview: 833634)
2025-11-24 13:22:05.945 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map winter-day.json -> map_montecarlo@Winter (ID: 674443, preview: 600088)
2025-11-24 13:22:05.945 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry - Loading map group noise...
2025-11-24 13:22:05.946 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map summer-day.json -> map_noise@SummerDay (ID: 293836, preview: 952241)
2025-11-24 13:22:05.947 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map winter-day.json -> map_noise@Winter (ID: 332849, preview: 983773)
2025-11-24 13:22:05.947 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry - Loading map group novel...
2025-11-24 13:22:05.948 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map summer-day.json -> map_novel@SummerDay (ID: 660958, preview: 679815)
2025-11-24 13:22:05.949 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map winter-day.json -> map_novel@Winter (ID: 651520, preview: 226358)
2025-11-24 13:22:05.949 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry - Loading map group opposition...
2025-11-24 13:22:05.950 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map summer-day.json -> map_opposition@SummerDay (ID: 831402, preview: 519019)
2025-11-24 13:22:05.951 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map winter-day.json -> map_opposition@Winter (ID: 858127, preview: 756213)
2025-11-24 13:22:05.951 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry - Loading map group osa...
2025-11-24 13:22:05.953 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map summer-day.json -> map_osa@SummerDay (ID: 915289, preview: 283546)
2025-11-24 13:22:05.954 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map winter-day.json -> map_osa@Winter (ID: 735289, preview: 87317)
2025-11-24 13:22:05.954 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry - Loading map group parma...
2025-11-24 13:22:05.956 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map summer-day.json -> map_parma@SummerDay (ID: 867248, preview: 933709)
2025-11-24 13:22:05.957 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map winter-day.json -> map_parma@Winter (ID: 74630, preview: 456564)
2025-11-24 13:22:05.957 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry - Loading map group pass...
2025-11-24 13:22:05.958 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map summer-day.json -> map_pass@SummerDay (ID: 445477, preview: 716334)
2025-11-24 13:22:05.959 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map winter-day.json -> map_pass@Winter (ID: 531044, preview: 808472)
2025-11-24 13:22:05.959 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry - Loading map group pingpong...
2025-11-24 13:22:05.959 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map summer-day.json -> map_pingpong@SummerDay (ID: 98335, preview: 867226)
2025-11-24 13:22:05.960 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map winter-day.json -> map_pingpong@Winter (ID: 649315, preview: 575869)
2025-11-24 13:22:05.960 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry - Loading map group platform...
2025-11-24 13:22:05.961 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map space.json -> map_platform@Space (ID: 79400, preview: 431795)
2025-11-24 13:22:05.961 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry - Loading map group polygon...
2025-11-24 13:22:05.962 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map summer-day.json -> map_polygon@SummerDay (ID: 870959, preview: 891846)
2025-11-24 13:22:05.963 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map summer-night.json -> map_polygon@SummerNight (ID: 870959, preview: 14345)
2025-11-24 13:22:05.964 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map winter-day.json -> map_polygon@Winter (ID: 547334, preview: 266150)
2025-11-24 13:22:05.965 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry - Loading map group redalert...
2025-11-24 13:22:05.966 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map summer-day.json -> map_redalert@SummerDay (ID: 506555, preview: 262215)
2025-11-24 13:22:05.967 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map winter-day.json -> map_redalert@Winter (ID: 157078, preview: 495607)
2025-11-24 13:22:05.967 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry - Loading map group rift...
2025-11-24 13:22:05.968 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map summer_day.json -> map_rift@SummerDay (ID: 943910, preview: 466737)
2025-11-24 13:22:05.969 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map winter_day.json -> map_rift@Winter (ID: 488071, preview: 864904)
2025-11-24 13:22:05.969 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry - Loading map group rio...
2025-11-24 13:22:05.971 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map summer-day.json -> map_rio@SummerDay (ID: 609753, preview: 219191)
2025-11-24 13:22:05.972 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map summer-night.json -> map_rio@SummerNight (ID: 609753, preview: 270866)
2025-11-24 13:22:05.973 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry - Loading map group sandal...
2025-11-24 13:22:05.974 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map summer-day.json -> map_sandal@SummerDay (ID: 476403, preview: 276861)
2025-11-24 13:22:05.975 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map winter-day.json -> map_sandal@Winter (ID: 503652, preview: 913735)
2025-11-24 13:22:05.975 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry - Loading map group sandbox...
2025-11-24 13:22:05.976 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map summer-day.json -> map_sandbox@SummerDay (ID: 336728, preview: 618467)
2025-11-24 13:22:05.978 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map summer-night.json -> map_sandbox@SummerNight (ID: 336728, preview: 447830)
2025-11-24 13:22:05.979 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map winter-day.json -> map_sandbox@Winter (ID: 948195, preview: 618988)
2025-11-24 13:22:05.979 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry - Loading map group scope...
2025-11-24 13:22:05.980 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map summer-day.json -> map_scope@SummerDay (ID: 307602, preview: 618323)
2025-11-24 13:22:05.981 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map winter-day.json -> map_scope@Winter (ID: 267625, preview: 676240)
2025-11-24 13:22:05.981 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry - Loading map group serpuhov...
2025-11-24 13:22:05.983 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map summer-day.json -> map_serpuhov@SummerDay (ID: 739572, preview: 303326)
2025-11-24 13:22:05.983 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map winter-day.json -> map_serpuhov@Winter (ID: 100598, preview: 270446)
2025-11-24 13:22:05.983 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry - Loading map group shortbridge...
2025-11-24 13:22:05.984 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map summer-day.json -> map_shortbridge@SummerDay (ID: 520560, preview: 582437)
2025-11-24 13:22:05.985 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map winter-day.json -> map_shortbridge@Winter (ID: 845064, preview: 812919)
2025-11-24 13:22:05.985 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry - Loading map group siege...
2025-11-24 13:22:05.987 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map summer-day.json -> map_siege@SummerDay (ID: 157718, preview: 694234)
2025-11-24 13:22:05.988 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map winter-day.json -> map_siege@Winter (ID: 591173, preview: 273155)
2025-11-24 13:22:05.988 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry - Loading map group silence...
2025-11-24 13:22:05.989 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map summer-day.json -> map_silence@SummerDay (ID: 221358, preview: 335175)
2025-11-24 13:22:05.990 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map summer-night.json -> map_silence@SummerNight (ID: 221358, preview: 59887)
2025-11-24 13:22:05.991 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map winter-day.json -> map_silence@Winter (ID: 214360, preview: 133389)
2025-11-24 13:22:05.991 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry - Loading map group silence_moon...
2025-11-24 13:22:05.991 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map space.json -> map_silence_moon@Space (ID: 461468, preview: 952789)
2025-11-24 13:22:05.993 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry - Loading map group skylark...
2025-11-24 13:22:05.994 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map summer-day.json -> map_skylark@SummerDay (ID: 161154, preview: 273395)
2025-11-24 13:22:05.995 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map winter-day.json -> map_skylark@Winter (ID: 55051, preview: 178911)
2025-11-24 13:22:05.995 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry - Loading map group skyscrapers...
2025-11-24 13:22:05.996 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map space.json -> map_skyscrapers@Space (ID: 25692, preview: 56426)
2025-11-24 13:22:05.997 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map summer-day.json -> map_skyscrapers@SummerDay (ID: 25692, preview: 504449)
2025-11-24 13:22:05.997 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry - Loading map group solikamsk...
2025-11-24 13:22:05.998 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map summer-day.json -> map_solikamsk@SummerDay (ID: 412615, preview: 741170)
2025-11-24 13:22:05.999 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map winter-day.json -> map_solikamsk@Winter (ID: 38133, preview: 928438)
2025-11-24 13:22:05.999 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry - Loading map group stadium...
2025-11-24 13:22:06.000 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map summer-day.json -> map_stadium@SummerDay (ID: 850881, preview: 331140)
2025-11-24 13:22:06.001 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map summer-night.json -> map_stadium@SummerNight (ID: 850881, preview: 196847)
2025-11-24 13:22:06.002 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map winter-day.json -> map_stadium@Winter (ID: 328574, preview: 22385)
2025-11-24 13:22:06.003 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry - Loading map group station...
2025-11-24 13:22:06.003 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map summer-day.json -> map_station@SummerDay (ID: 641325, preview: 240560)
2025-11-24 13:22:06.004 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map winter-day.json -> map_station@Winter (ID: 162648, preview: 637843)
2025-11-24 13:22:06.004 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry - Loading map group subway...
2025-11-24 13:22:06.005 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map summer-day.json -> map_subway@SummerDay (ID: 511431, preview: 194943)
2025-11-24 13:22:06.005 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map winter-day.json -> map_subway@Winter (ID: 464659, preview: 744586)
2025-11-24 13:22:06.006 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry - Loading map group trains...
2025-11-24 13:22:06.006 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map summer-day.json -> map_trains@SummerDay (ID: 577904, preview: 323193)
2025-11-24 13:22:06.006 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map winter-day.json -> map_trains@Winter (ID: 423732, preview: 224984)
2025-11-24 13:22:06.006 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry - Loading map group tribute...
2025-11-24 13:22:06.007 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map summer-day.json -> map_tribute@SummerDay (ID: 654725, preview: 906707)
2025-11-24 13:22:06.008 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map winter-day.json -> map_tribute@Winter (ID: 87012, preview: 566575)
2025-11-24 13:22:06.008 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry - Loading map group valley...
2025-11-24 13:22:06.009 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map summer-day.json -> map_valley@SummerDay (ID: 945542, preview: 312281)
2025-11-24 13:22:06.010 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map winter-day.json -> map_valley@Winter (ID: 268097, preview: 476631)
2025-11-24 13:22:06.010 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry - Loading map group wave...
2025-11-24 13:22:06.010 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map summer-day.json -> map_wave@SummerDay (ID: 537826, preview: 975236)
2025-11-24 13:22:06.011 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map winter-day.json -> map_wave@Winter (ID: 67240, preview: 112176)
2025-11-24 13:22:06.011 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry - Loading map group wolfenstein...
2025-11-24 13:22:06.011 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map summer_day.json -> map_wolfenstein@SummerDay (ID: 116569, preview: 971180)
2025-11-24 13:22:06.013 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map winter_day.json -> map_wolfenstein@Winter (ID: 333752, preview: 285375)
2025-11-24 13:22:06.013 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry - Loading map group zone...
2025-11-24 13:22:06.014 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map summer-day.json -> map_zone@SummerDay (ID: 655320, preview: 579345)
2025-11-24 13:22:06.015 DEBUG [main @coroutine#2] jp.assasans.protanki.server.battles.map.MapRegistry -   > Loaded map winter-day.json -> map_zone@Winter (ID: 916976, preview: 37897)
2025-11-24 13:22:06.035 DEBUG [main @coroutine#3] jp.assasans.protanki.server.garage.GarageMarketRegistry - Loading garage item group Weapon...
2025-11-24 13:22:06.259 DEBUG [main @coroutine#3] jp.assasans.protanki.server.garage.GarageMarketRegistry -   > Loaded garage item flamethrower -> {English=Firebird, Russian=Огнемёт}
2025-11-24 13:22:06.261 DEBUG [main @coroutine#3] jp.assasans.protanki.server.garage.GarageMarketRegistry -   > Loaded garage item freeze -> {English=Freeze, Russian=Фриз}
2025-11-24 13:22:06.272 DEBUG [main @coroutine#3] jp.assasans.protanki.server.garage.GarageMarketRegistry -   > Loaded garage item isida -> {English=Isida, Russian=Изида}
2025-11-24 13:22:06.278 DEBUG [main @coroutine#3] jp.assasans.protanki.server.garage.GarageMarketRegistry -   > Loaded garage item railgun -> {English=Railgun, Russian=Рельса}
